Node,Basal_Mean,Basal_Median,Basal_SD,Skew_Basal,Modes_Basal,IL1b_Mean,IL1b_Median,IL1b_SD,Skew_IL1b,Modes_IL1b,p_t_Basal_vs_IL1b,q_t_Basal_vs_IL1b,tstat_Basal_vs_IL1b,p_w_Basal_vs_IL1b,q_w_Basal_vs_IL1b,z_Basal_vs_IL1b,TLR_Mean,TLR_Median,TLR_SD,Skew_TLR,Modes_TLR,p_t_Basal_vs_TLR,q_t_Basal_vs_TLR,tstat_Basal_vs_TLR,p_w_Basal_vs_TLR,q_w_Basal_vs_TLR,z_Basal_vs_TLR,p_t_IL1b_vs_TLR,q_t_IL1b_vs_TLR,tstat_IL1b_vs_TLR,p_w_IL1b_vs_TLR,q_w_IL1b_vs_TLR,z_IL1b_vs_TLR
TNF,5.719329062211139e-39,1.769927321053428e-40,2.1235897602461766e-38,5.60471415091349,1,0.97538690848748,0.975386908487482,2.366624690792603e-15,0.8588971196482101,1,0.0,0.0,-1.0390137678751788e+16,1.3613486193253712e-34,1.472050073080386e-34,-12.267042944207565,0.8577873985851389,0.857444454932432,0.0023101329073849292,0.456545640242941,1,0.0,0.0,-5238.045101146515,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,718.1167941581245,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
TNFR1,5.288683959341134e-39,1.6284613045405864e-40,1.9559592906440502e-38,5.554317777234436,1,0.999106667844842,0.999106667844843,9.73267375312364e-16,1.0231881961501677,1,0.0,0.0,-1.34565324323996e+17,1.9132879776675197e-35,6.537067257030693e-35,-12.424957199774544,0.8633217146171307,0.8628846545952641,0.0029930317570344067,0.457677161902259,1,0.0,0.0,-4069.001762174192,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,639.9806753445662,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
IL-10,0.9691723272218253,0.9690922480074072,0.0005912278796968563,0.19750603968957753,1,0.0016332724481085764,0.0016332724481085753,3.214219696970625e-17,2.658698834939009,1,0.0,0.0,23085.545293815445,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.03895103918827797,0.03906750715308788,0.0007784230834641972,-0.45533995239240893,1,0.0,0.0,9790.577993831514,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-676.2798970600429,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
IL-10R1,0.9988588151515084,0.9988564782394165,1.2043572411326908e-05,0.3306040430532084,1,0.00022332212079265073,0.0002233221207926507,4.5856437107228516e-18,0.15923674226491705,1,0.0,0.0,1169710.0128578611,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.11553928639882255,0.11591270165976991,0.0025139882139546413,-0.45764490667174595,1,0.0,0.0,4939.637920601243,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-647.0721912223337,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
IL-4,0.04567062173414946,0.04524958211140577,0.0020141699941774497,0.36482036111153093,1,2.9176568194497495e-05,2.9176568194497434e-05,1.7893702666247715e-18,0.19475121293798048,1,9.352399402199566e-272,9.959698064680057e-272,319.661110307356,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.001343691447643426,0.0013458491706430887,1.907185451754323e-05,-0.4749697515357852,1,1.0911081613042068e-268,1.1772482793019072e-268,308.49424655087324,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-972.2973887343244,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
IL-4R,0.009445837377010137,0.009372769034259947,0.00033185220728658627,0.28494268334618944,1,3.932999204791183e-06,3.932999204791364e-06,1.637495179902755e-18,0.0031021918992551237,1,2.1380794933736684e-291,2.369223222387038e-291,401.366780989723,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.0003918849117570352,0.00039254471687078104,4.489864348637965e-06,-0.48081155401832393,1,4.4247103225629445e-288,4.903057384461641e-288,386.24024090746144,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-1218.9088084233701,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
IL-1Ra,0.20807308559781543,0.20606542888911245,0.012204508285156134,0.23434252913786785,2,0.942732349494829,0.9427323494948278,5.059012353588811e-15,-1.3563185093803023,1,0.0,0.0,-849.1652452246257,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788,0.7757918807821977,0.7754004876123379,0.003068086206997572,0.45865389501448606,1,0.0,0.0,-848.113695093565,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,767.574623907041,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
CSF2,2.886696951519059e-38,8.666693927614793e-40,1.0723013287868419e-37,5.650883583765093,1,1.0,1.0,4.4408920985006264e-17,,1,0.0,0.0,-3.1765545450718624e+17,2.798878810584586e-40,5.737701561698401e-39,-13.285790239765154,0.7177575334271742,0.7187857471572418,0.007904758584912023,-0.4997615637818254,1,0.0,0.0,-1280.9013599478637,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,5.299545313013e-311,6.486010681598e-311,503.68647131009567,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
GMR,2.4541569841701965e-38,7.399415116053707e-40,9.072527557694639e-38,5.560159172474095,1,1.0,1.0,5.20740757162067e-17,,1,0.0,0.0,-2.708974818207965e+17,6.2221701608430715e-40,7.831749223676112e-39,-13.22585969531697,0.9690682468669035,0.9690684785816042,9.506482535975974e-05,-0.012808407221563772,1,0.0,0.0,-143800.71549172234,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,4589.984499371844,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
CCL3/4,1.2540621641835285e-38,3.795334091033138e-40,4.6302311709531375e-38,5.535655111833074,1,0.9753694512810819,0.9753694512810822,1.3616422607653814e-15,-2.01662134267288,1,0.0,0.0,-1.0322697453096868e+16,1.3612910184996977e-34,1.472050073080386e-34,-12.267046371009373,0.8316943464009703,0.8312407652387779,0.0030396832903986115,0.45937366140570235,1,0.0,0.0,-3859.774667156433,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,666.7756400137221,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
IL-8,7.006963927906261e-39,2.1854067952875983e-40,2.5866896228648145e-38,5.555586321243949,1,0.9753694512810819,0.9753694512810822,1.3586970882921655e-15,-2.037641188397024,1,0.0,0.0,-1.0343168683252966e+16,1.362040014364501e-34,1.472050073080386e-34,-12.267001822809862,0.7870563020691275,0.7864654488341264,0.0038271017638815716,0.45680813917391905,1,0.0,0.0,-2901.0975248174564,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,694.124180993341,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
CXCR1,6.625310905999306e-39,2.0100717254405966e-40,2.461900399149411e-38,5.619947459725194,1,0.9991059861151353,0.9991059861151398,4.417508914891577e-15,1.0086609133889806,1,0.0,0.0,-7.80575707299997e+16,3.4805310188320826e-35,1.0192983698008242e-34,-12.377013890681607,0.755400769487563,0.7545751371852739,0.0053654709886030594,0.456966327157297,1,0.0,0.0,-1986.0771284818613,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,640.7424725872183,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
TLR,3.4964307238899916e-38,1.0723965516405903e-39,1.2958589829481375e-37,5.62233228751726,1,0.9938145713332722,0.9938145713332684,3.7715568715494844e-15,-1.012062959202657,1,0.0,0.0,-6.7691174027754584e+16,8.755686888881942e-35,1.472050073080386e-34,-12.302736331870312,1.0,1.0,0.0,,1,0.0,0.0,-inf,2.0884875837625446e-45,1.7125598186852865e-43,-14.142135623730951,0.0,0.0,-421692608158795.06,8.755686888881942e-35,1.472050073080386e-34,-12.302736331870312
iNOS,0.009405716948949207,0.009444512943816612,0.0002668414902403443,-0.1255862520668339,1,0.0018946493602604627,0.0018946493602604512,1.866957230223005e-16,5.0399157876998615,1,1.8093385053055135e-290,1.978210099134028e-290,397.07710859965243,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.1256049043506726,0.1258827648471792,0.0025110994458189847,-0.46639398370248386,1,0.0,0.0,-617.0804453592009,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,-694.9736331759296,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
p65,1.9663770234660053e-38,6.093025794013904e-40,7.313665507228592e-38,5.639494848057814,1,0.28768794140946935,0.28768794140947085,2.0233240848134765e-14,-5.735167894896734,1,0.0,0.0,-200579293063255.9,1.4350949773964853e-34,1.472050073080386e-34,-12.262769673561463,0.3015587313330327,0.30150843656366555,0.0004026461245259317,0.3469338184415906,1,0.0,0.0,-10565.131876748308,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,6.567426150189382e-308,7.69327063307899e-308,-485.96412423221136,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
IkBα,1.0,0.9999999999999999,2.0561618160832722e-16,,1,1.9209356578248697e-06,1.920935657825076e-06,3.756918324388171e-18,0.027374789028792187,1,0.0,0.0,6.895973514793244e+16,1.4352556394178293e-35,5.604331544393428e-35,12.447926506441217,0.006323732764843301,0.0063431565708999965,0.00013557717958760345,-0.4585418893550677,1,0.0,0.0,103391.50581081038,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-657.7812774886937,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
Ikk,2.458577775782143e-38,7.400800902064718e-40,9.092931135601135e-38,5.549516896917895,1,0.999942993804362,0.999942993804365,2.9495493824760984e-15,1.0089600592605636,1,0.0,0.0,-1.3821755165581882e+17,9.19215882464384e-36,3.967142229583131e-35,-12.483445088858453,0.9867664660494921,0.9867276995032206,0.0002781839851491964,0.459352733428241,1,0.0,0.0,-50039.020048844584,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,668.1829583649138,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
TRAF6,2.7234033058720786e-38,8.785484112538006e-40,1.0045213440267842e-37,5.570731234465984,1,0.9983164234976039,0.9983164234975992,4.714717336720474e-15,-1.0096367715838985,1,0.0,0.0,-7.341965788765678e+16,3.918719761119363e-35,1.1080517945234062e-34,-12.367490953944076,0.9686509493630646,0.9685690047279532,0.000531259003473835,0.45657221405809206,1,0.0,0.0,-25720.981874692032,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,787.7193771608542,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
Act1,2.531657230760252e-40,5.7174720950685085e-42,9.608746361377623e-40,5.748913133537572,1,0.9999990597689731,0.9999990597689702,2.8924878906317022e-15,-1.0079468920914016,1,0.0,0.0,-6.078202734188506e+16,5.112617303333743e-40,7.831749223676112e-39,-13.240618319385412,0.6327796952671342,0.6315581014317919,0.0081053697542012,0.4580101203717285,1,0.0,0.0,-1101.3015278914456,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,639.1153986482898,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
ERK,0.9225215477999371,0.9225804250092736,0.0002784390936259481,-0.2789988008694402,1,0.9967381388002536,0.9967381388002536,1.1564453092915793e-16,,1,0.0,0.0,-3760.082109586189,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788,0.9947966503430956,0.9947954433877645,7.197596349297127e-06,0.3365035569633519,1,0.0,0.0,-3667.929455194944,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,3805.1682455555047,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
c-Jun,4.270343597456489e-38,1.2996171211494136e-39,1.5912258684744974e-37,5.676300912337008,1,0.9999649770090361,0.9999649770090384,2.375747570206039e-15,1.0102811482881406,1,0.0,0.0,-4.587788789737532e+16,3.228362353272161e-36,1.7648380864554478e-35,-12.566465689279703,0.981362625022192,0.9813122426283318,0.00035234580572440267,0.4528325595956682,1,0.0,0.0,-39290.44486009363,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,744.7753423366278,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
JNK,3.9252888358495066e-38,1.2441677572586254e-39,1.455704498031875e-37,5.628415228227729,1,0.9991073910651666,0.9991073910651678,1.1904521369118137e-15,1.02089386886436,1,0.0,0.0,-7.620737219525589e+16,2.6191354430446696e-35,7.95441134554307e-35,-12.399819304818553,0.9758863825342478,0.9758156784973113,0.0004744695071553977,0.4575833393193228,1,0.0,0.0,-29014.66024043785,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,690.3976579889274,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
p38,5.982370243102024e-40,1.893839440777759e-41,2.2095388226246893e-39,5.56161424365237,1,0.9997646595932327,0.9997646595932316,1.093471050935422e-15,-1.0211999744632152,1,0.0,0.0,-6.254637046759086e+16,2.1313465890625412e-35,6.990816812125135e-35,-12.41632283507654,0.8665788831514175,0.866150227190929,0.0028638166140353477,0.45730519303286404,1,0.0,0.0,-4268.63907774644,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,656.053385298326,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
CREB,0.9988579324727175,0.9988576324907446,1.766334449084146e-06,0.23104046584819274,1,0.014703211603810376,0.014703211603810384,6.847477648501619e-16,2.9406882753092995,1,0.0,0.0,7859899.249339736,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.026365927612944276,0.02640085381015036,0.0002521225257532975,-0.4623925895137291,1,0.0,0.0,54064.25847423521,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-652.5511953170742,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
AP-1,5.10763003981543e-38,1.5540591545999582e-39,1.8993407691845494e-37,5.637332362632094,1,0.9999647793069447,0.9999647793069486,3.847143056365785e-15,1.008609584796389,1,0.0,0.0,-6.772198515593521e+16,1.1422230762851283e-35,4.683114612769026e-35,-12.466142918438658,0.9864881671513173,0.9864485952652859,0.0002853963442210295,0.4599109245910241,1,0.0,0.0,-48760.70910806965,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,666.1297995906543,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
JAK,0.2361457243874233,0.23780027696213515,0.009027030777180806,-0.3160316228731047,2,0.9907074151665237,0.9907074151665206,3.0528912650393188e-15,-1.0170318720850147,1,0.0,0.0,-1179.1698527381484,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788,0.9605928539588678,0.9605092591154711,0.0005902657075679978,0.4615361150285349,1,0.0,0.0,-1080.7356373394416,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,719.7066654103367,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
STAT1,0.09904878927420573,0.10001014937234544,0.004710795756163063,-0.2556129912630241,2,0.9918291201027429,0.991829120102741,2.116773474336672e-15,-0.7914500966201595,1,0.0,0.0,-2673.4796129422703,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788,0.9629671495442602,0.9628984821054508,0.0005567522494501041,0.46445105388499774,1,0.0,0.0,-2635.489372049839,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,731.2915195646257,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
STAT3,0.22796766057156895,0.23042572022659363,0.011948769310570356,-0.25746310436264,2,1.7828467425076224e-19,1.9085732928104921e-19,4.836303393002135e-19,-0.5713407702270961,1,6.375906240332217e-257,6.702875791118485e-257,269.13898126230595,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.015487437250512895,0.015436523804684158,0.00023904732339600804,0.6473657452619224,1,2.676242596191019e-251,2.8134858062520964e-251,252.13776524867248,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-913.9495276117203,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
STAT6,0.22796766057156898,0.23042572022659355,0.011948769310570354,-0.2574631043626467,2,0.625523049569269,0.6255230495692683,4.3388725297910255e-14,2.862228784484683,1,6.611881787350216e-305,7.427045295379694e-305,-469.3545221366427,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788,0.5693946870049266,0.5694291620869751,0.00013052374099168805,-0.5624513999405467,1,9.174633385639064e-292,1.0305752570169908e-291,-403.07892618973693,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,6066.237342339613,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
SOCS-3,0.20807308559781543,0.2060654288891125,0.012204508285156141,0.23434252913786627,2,5.345851218592458e-19,6.319100550686802e-19,3.0673606314198933e-19,-0.8819964776194398,1,3.1395349660880903e-247,3.258757812901562e-247,240.50391989760124,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.005524239839262346,0.005541428439409026,0.00010283364556829051,-0.4466156130175075,1,2.954995663100561e-244,3.067210688281595e-244,232.34109096921662,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-757.8161064908876,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
akt1,0.9863541669563756,0.9863538293517432,2.004494724065162e-06,0.2283687918361578,1,3.001018336135731e-19,3.5195870883941335e-19,3.2769908346348713e-19,-0.2050897469868604,1,0.0,0.0,6941518.802044273,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.023851906945602755,0.023878857914685712,0.00021747444151287682,-0.3505812243204927,1,0.0,0.0,61919.3322577239,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-1547.182057590221,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
SIRT1,7.429137267261159e-41,2.5137898743862035e-42,2.717187709730067e-40,5.55343549036686,1,0.00021227163484231255,0.00021227163484231315,7.343878749656068e-18,-3.6584156473329097,1,0.0,0.0,-407744206437352.25,1.4355195052705641e-34,1.472050073080386e-34,-12.262745711088874,2.7636955241692015e-84,9.351488872373907e-86,1.0108144782705913e-83,5.553435454555715,1,0.0001549912573136585,0.0001549912573136585,3.856961284296437,1.0,1.0,0.0,0.0,0.0,407744206437352.25,1.4355195052705641e-34,1.472050073080386e-34,12.262745711088874
SIRT2,1.768445649943678e-44,1.6773235607954893e-44,1.1079717176834095e-44,0.19512243449731986,1,-8.455544813271556e-74,-7.13916687077404e-74,5.617353652085078e-74,-0.3692297534021829,1,1.2732021016521119e-56,1.2732021016521119e-56,22.515913971436245,1.0,1.0,0.0,6.578752201146739e-88,6.239770937496018e-88,4.121738971974621e-88,0.19512243183715428,1,1.2732021016521119e-56,1.2889206461169529e-56,22.515913971436245,1.0,1.0,0.0,4.881712881857325e-53,4.881712881857325e-53,-21.23422266653625,1.0,1.0,0.0
ROS,9.520196140038255e-40,2.8813836499575064e-41,3.538983584541104e-39,5.631070291108729,1,0.999106667844842,0.999106667844843,9.738054681183326e-16,1.0231130121314256,1,0.0,0.0,-1.3494491696614914e+17,1.8928075053837167e-35,6.537067257030693e-35,-12.425817828278129,0.8182491559981843,0.8176823518289318,0.00390903764224941,0.45831740444635,1,0.0,0.0,-2952.8558856774366,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,652.6693787711882,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
FOXO,6.668699203232116e-41,2.067079782045712e-42,2.4590804036153424e-40,5.5548013250783415,1,0.9999873161255283,0.9999873161255306,2.3527037860313495e-15,1.0091698222833656,1,0.0,0.0,-9.291589115342205e+16,4.3549964404430646e-36,2.2319356757270705e-35,-12.542770452684035,0.8780259183167186,0.8776463451343353,0.0026551267552161186,0.45796151643899846,1,0.0,0.0,-4664.967421485479,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,647.9830897790298,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
wnt3a,4.553018347821358e-39,1.3928811654091702e-40,1.6832212952870476e-38,5.564888148925818,1,0.9999698225869885,0.9999698225869852,3.316241935667473e-15,-1.008592325963193,1,0.0,0.0,-1.6136426255591152e+17,8.054363011957643e-36,3.6692098165584817e-35,-12.49395902964856,0.8025083003576374,0.8018645582362243,0.004413956231705676,0.45743089402916753,1,0.0,0.0,-2564.7677775592583,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,631.0750297485225,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
wnt5a,1.7785467189649104e-38,5.384070497772542e-40,6.583519856373393e-38,5.575641767360129,1,0.3683552053374408,0.3683552053374415,4.323364321811502e-14,-2.8545337726868762,1,0.0,0.0,-120192589160218.4,1.4356812623359844e-34,1.472050073080386e-34,-12.262736582564834,0.35240237892564896,0.3521911965614065,0.0013105459138655427,0.47921181502838167,1,0.0,0.0,-3793.2645209256934,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,2.9584639830179337e-218,3.110180084711161e-218,171.71646406253313,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
β-catenin,3.958528569938926e-39,1.2336864081623959e-40,1.4616417833867525e-38,5.566052853184772,1,0.9999989831937648,0.9999989831937691,4.32901569408759e-15,1.0077513292276956,1,0.0,0.0,-2.994881300955286e+17,8.595822318668903e-40,7.831749223676112e-39,-13.201541173589105,0.6964330554652978,0.6954488816462816,0.0067365879421539855,0.4580830357947164,1,0.0,0.0,-1458.3639856439947,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,635.6815099364132,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
CGRP,2.8866970056762593e-38,8.666836279995396e-40,1.072301319787906e-37,5.650883740746122,1,1.0,1.0,4.4408920985006264e-17,,1,0.0,0.0,-3.1765545450718624e+17,2.798878810584586e-40,5.737701561698401e-39,-13.285790239765154,0.7177575334271742,0.7187857471572418,0.007904758584912023,-0.4997615637818254,1,0.0,0.0,-1280.9013599478637,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,5.299545313013e-311,6.486010681598e-311,503.68647131009567,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
GATA3,0.11673981106955722,0.11597151512933934,0.004999783152494275,0.22103109947201524,1,0.00021608506162333965,0.00021608506162333938,1.1578826490667813e-17,-1.7299247102303739,1,3.529419843666079e-274,3.808058252376559e-274,328.76814614266067,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788,0.003416812439603571,0.003423018417378529,5.410036125004602e-05,-0.47068278288395443,1,6.550998205938226e-271,7.162424705159128e-271,316.5434470844223,1.4361464127613523e-34,1.4906836183092516e-34,12.262710338171788,0.0,0.0,-834.5936149181778,1.4361464127613523e-34,1.472050073080386e-34,-12.262710338171788
RUNX2,3.958527573135145e-39,1.2334389947605234e-40,1.4616418604989936e-38,5.566052412602346,1,0.9999989831937648,0.9999989831937691,4.32901569408759e-15,1.0077513292276956,1,0.0,0.0,-2.994881300955286e+17,8.595822318668903e-40,7.831749223676112e-39,-13.201541173589105,0.6964330554652978,0.6954488816462816,0.0067365879421539855,0.4580830357947164,1,0.0,0.0,-1458.3639856439947,1.4361464127613523e-34,1.4906836183092516e-34,-12.262710338171788,0.0,0.0,635.6815099364132,1.4361464127613523e-34,1.472050073080386e-34,12.262710338171788
